Name,Qualification,Experience,Languages,Expertise,Department,Designation,Description,Consultation Fee,Hospital Address,Hospital Phone,Not_Available_Days,Timings,Speciality Group
Dr. Chandhan M,", MBBS, DNB Orthopaedics, FASSI, Fellowship in Advanced Spine Endoscopy",15,English & Malayalam,", Medical treatment & Spinal Injections for Neck and Back Pain, Endoscopic and Microscopic Disc Surgery, Minimally Invasive Spine Fusion Surgery, Paediatric and Adult Scoliosis and Kyphosis Correction Surgery, Treatment for Spinal Fractures, Infections and Tumors","Orthopedics, Spine Surgery Department",Consultant,"Dr. Chandhan M who carries 15 years of experience with , MBBS, DNB Orthopaedics, FASSI, Fellowship in Advanced Spine Endoscopy is working in Orthopedics, Spine Surgery Department asConsultant and is an expert in , Medical treatment & Spinal Injections for Neck and Back Pain, Endoscopic and Microscopic Disc Surgery, Minimally Invasive Spine Fusion Surgery, Paediatric and Adult Scoliosis and Kyphosis Correction Surgery, Treatment for Spinal Fractures, Infections and Tumors.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Orthopedics & Physiotherapy
Dr. Cherian Roy,", MBBS: MOSC Medical College, Kolenchery, Ernakulam, Kerala, MD ( Anaesthesia): BJ Medical College, Ahmedabad, Gujarat, DM ( Critical Care Medicine): IMS & SUM Hospital, Bhubaneswar, Odisha, IDCCM from St John's Medical College, Bangalore, Karnataka",10,"English, Malayalam & Hindi",", General Critical Care, Percutaneous Tracheostomy",Critical Care,Associate Consultant,"Dr. Cherian Roy who carries 10 years of experience with , MBBS: MOSC Medical College, Kolenchery, Ernakulam, Kerala, MD ( Anaesthesia): BJ Medical College, Ahmedabad, Gujarat, DM ( Critical Care Medicine): IMS & SUM Hospital, Bhubaneswar, Odisha, IDCCM from St John's Medical College, Bangalore, Karnataka is working in Critical Care asAssociate Consultant and is an expert in , General Critical Care, Percutaneous Tracheostomy.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Emergency & Critical Care
Dr. Chitra K,"DHMS (Diploma in Homeopathic Medicine and Surgery) (Travancore-Cochin Medical Council for Indian Systems of Medicine, Trivandrum, Kerala, 1981)",44,"English, Hindi & Malayalam",Not Available,Homoeopath,Not Available,"Dr. Chitra K is a expert Homoeopath have qualification of DHMS (Diploma in Homeopathic Medicine and Surgery) (Travancore-Cochin Medical Council for Indian Systems of Medicine, Trivandrum, Kerala, 1981) currently working in Chitra Clinic.",300,"Chitra Clinic , Vasanth  Apartment Manjalikulam Road, Tv Thampanoor, Thiruvananthapuram, 695001",-7478091199,All Days,11:00 - 13:00,Homeo
Dr. Cinu A Nair,", MBBS from NKP Salve institute of medical sciences in 1999, DGO from RajaMuthiah Medical College, Annamalai in 2005, DNB from Trivandrum medical College in 2010, MNAMS in 2014, FMAS in 2015",15,"English, Hindi & Malayalam",", Obstetrics and gynaecology, Adolescent gynaecology, Menopausal clinic",Obstetrics & Gynecology,Consultant,"Dr. Cinu A Nair who carries 15 years of experience with , MBBS from NKP Salve institute of medical sciences in 1999, DGO from RajaMuthiah Medical College, Annamalai in 2005, DNB from Trivandrum medical College in 2010, MNAMS in 2014, FMAS in 2015 is working in Obstetrics & Gynecology asConsultant and is an expert in , Obstetrics and gynaecology, Adolescent gynaecology, Menopausal clinic.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Gynecology & Obstetrics
Dr. Cucoo,", FICCMO, PG Diploma in Health and Hospital Administration, University of Kerala., MDS, BDS",10,"English, Malayalam & Tamil",", Burning sensation/ color changes/ patches/ swellings in the mouth, Oral Cancer Detection, Oral changes associated with infections and various other diseases of the body, Maxillofacial Radiology, Temporo Mandibular Joint Disorders, Neuro Muscular Dentistry","Dental, Clinical, Oral & Maxillofacial Surgery",Oral Physician,"Dr. Cucoo who carries 10 years of experience with , FICCMO, PG Diploma in Health and Hospital Administration, University of Kerala., MDS, BDS is working in Dental, Clinical, Oral & Maxillofacial Surgery asOral Physician and is an expert in , Burning sensation/ color changes/ patches/ swellings in the mouth, Oral Cancer Detection, Oral changes associated with infections and various other diseases of the body, Maxillofacial Radiology, Temporo Mandibular Joint Disorders, Neuro Muscular Dentistry.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Dentistry
Dr. D. Narayana Prasad,"MBBS (Government Medical College,Thiruvananthapuram, 1975)",50,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. D. Narayana Prasad is a expert General Physician have qualification of MBBS (Government Medical College,Thiruvananthapuram, 1975) currently working in Prasad Clinic.",100,"Prasad Clinic , PMG Junction, Division Office Road, Pattom, Landmark: Opposite to Hotel Prasanth., Pattom, Thiruvananthapuram, None",-7265459615,Sunday,08:30 - 17:30,General Medicine
Dr. DARSANA SURESH KUMAR,"MBBS (Tamilnadu Dr. Mgr University, 2016)",9,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. DARSANA SURESH KUMAR is a expert General Physician have qualification of MBBS (Tamilnadu Dr. Mgr University, 2016) currently working in SP Well Fort.",250,"SP Well Fort , ashrmam ln, sasthamangalam, thiruvananthapuram, kerala 695010, india, Kanjirampara, Thiruvananthapuram, None",-9810605127,All Days,09:00 - 17:00,General Medicine
Dr. DHANNYA P V,"MBBS (Kuhs, 2019)",6,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. DHANNYA P V is a expert General Physician have qualification of MBBS (Kuhs, 2019) currently working in K Health Clinic.",1000,"K Health Clinic , near, st. thomas school rd, mukkolakkal, thiruvananthapuram, kerala 695044, india, Aruvikara, Thiruvananthapuram, None",-8824363643,All Days,09:00 - 17:00,General Medicine
Dr. DHANYA P VAVA,"MBBS (Kerala University, 2005)",20,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. DHANYA P VAVA is a expert General Physician have qualification of MBBS (Kerala University, 2005) currently working in K Health Clinic.",250,"K Health Clinic , near, st. thomas school rd, mukkolakkal, thiruvananthapuram, kerala 695044, india, Aruvikara, Thiruvananthapuram, None",-7591806139,All Days,09:00 - 17:00,General Medicine
Dr. DHANYA V UNNIKRISHNAN,"MBBS (Kerala University, 2004)",21,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. DHANYA V UNNIKRISHNAN is a expert General Physician have qualification of MBBS (Kerala University, 2004) currently working in Sree Uthradom Thirunal (SUT) Hospital.",250,"Sree Uthradom Thirunal (SUT) Hospital , near, palace view rd, vrindavan gardens, pattom, thiruvananthapuram, kerala 695004, india, Kottoor, Thiruvananthapuram, None",-9544761879,Sunday,09:00 - 17:00,General Medicine
Dr. DR. RESHMA JELADHARAN,"MBBS (Kerala University Of Health Sciences, 2017), MD (General medicine) (Government Medical College, Thiruvananthapuram, 1986), M.B.B.S (Government Medical College, Thiruvananthapuram, 1980)",8,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. DR. RESHMA JELADHARAN is a expert General Physician have qualification of MBBS (Kerala University Of Health Sciences, 2017), MD (General medicine) (Government Medical College, Thiruvananthapuram, 1986), M.B.B.S (Government Medical College, Thiruvananthapuram, 1980) currently working in Dr. G. Jeladharan Clinic.",500,"Dr. G. Jeladharan Clinic , KRA-B120 (1) , Chattambiswamy Nagar, Kannammoola, Krishnaragam., Thiruvananthapuram, Thiruvananthapuram, 0",-7192446607,Sunday,16:00 - 19:00,General Medicine
Dr. Daisy Karan,", MBBS, DO",15,"English, Malayalam & Hindi",", General Ophthalmology",Ophthalmology,Consultant,"Dr. Daisy Karan who carries 15 years of experience with , MBBS, DO is working in Ophthalmology asConsultant and is an expert in , General Ophthalmology.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Ophthalmology
Dr. Dara Raj   (Physiotherapist),"BPTh/BPT (AWH Special College Calicut, 2005)",20,"English, Hindi & Malayalam",Not Available,Physiotherapist,Not Available,"Dr. Dara Raj   (Physiotherapist) is a expert Physiotherapist have qualification of BPTh/BPT (AWH Special College Calicut, 2005) currently working in Wellcare Physiotherapy & Sports Rehabilitation.",250,"Wellcare Physiotherapy & Sports Rehabilitation , #13/1620-15, Kalakaumudi Road, Medical Colllege.P.O, TV Medical College, Thiruvananthapuram, 695011",-8042578348,Sunday,09:00 - 17:30,Orthopedics & Physiotherapy
Dr. Dawny Mathew,"MBBS (Govt Medical college  Trivandrum, 2013), DPM (Psychiatry) (Govt Medical college  Trivandrum, 2013)",12,"English, Hindi & Malayalam",Not Available,Sexologist,Not Available,"Trusted Sexologist and Psychiatrist in Trivandrum. Specializes in Family Therapy, Counselling, Relationship Counselling, Sexual dysfunction, Marital Therapy, Couple counselling",250,"Dr Dawny Counselling and Wellness Clinic , shishiram, bn - 239, bapuji nagar, pongumoodu, thiruvananthapuram, kerala 695011, india, Chittattumukku, Thiruvananthapuram, None",-9973827033,"Saturday, Sunday",17:30 - 19:00,Sexology & Fertility
Dr. Deepa Binod,", MBBS, DCH, DNB, FDBP, MRCPCH (UK)",15,English & Malayalam,", General & Developmental Pediatrics **Management of Children with:**, Developmental Concerns, Autism, Hyperactivity, Behaviour Problems, Speech Problems, Learning Difficulties, Adolescent Care, Down Syndrome, Developmental Stimulation for Babies","Pediatrics, Developmental Pediatrics",Consultant,"Dr. Deepa Binod who carries 15 years of experience with , MBBS, DCH, DNB, FDBP, MRCPCH (UK) is working in Pediatrics, Developmental Pediatrics asConsultant and is an expert in , General & Developmental Pediatrics **Management of Children with:**, Developmental Concerns, Autism, Hyperactivity, Behaviour Problems, Speech Problems, Learning Difficulties, Adolescent Care, Down Syndrome, Developmental Stimulation for Babies.",1100,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Dr. Deepa Das,", MBBS, Govt Medical College, Trivandrum, University of Kerala, 1987, Diploma in Tuberculosis & Chest Diseases, Armed Forces Medical College, Pune, University of Pune, 1991, Diplomate of National Board (Respiratory Medicine), Armed Forces Medical College, Pune, National Board of Examinations, New Delhi, 1994",25,English & Hindi,", Pulmonary Critical Care, Protocol based multidisciplinary ICU management and cost effective ICU management, End of Life care",Critical Care,Senior Consultant,"Dr. Deepa Das who carries 25 years of experience with , MBBS, Govt Medical College, Trivandrum, University of Kerala, 1987, Diploma in Tuberculosis & Chest Diseases, Armed Forces Medical College, Pune, University of Pune, 1991, Diplomate of National Board (Respiratory Medicine), Armed Forces Medical College, Pune, National Board of Examinations, New Delhi, 1994 is working in Critical Care asSenior Consultant and is an expert in , Pulmonary Critical Care, Protocol based multidisciplinary ICU management and cost effective ICU management, End of Life care.",800,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Emergency & Critical Care
Dr. Deepak V,", MD, EDIC, MBA ( HHSM )",0,"English, Hindi & Malayalam",", Sepsis, Neurocritical care, Clinical governance",Critical Care,Clinical Director & Coordinator,"Dr. Deepak V with , MD, EDIC, MBA ( HHSM ) is working in Critical Care and is an expert in , Sepsis, Neurocritical care, Clinical governance.",600,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Emergency & Critical Care
Dr. Deepasree J,", MBBS, Jawaharlal Institute of Post Graduate Medical education and research (JIPMER), Puducherry, An institute of National Importance, MD (Radio,Diagnosis, JIPMER, Puducherry), DNB (General Surgery)",15,English,", Interpretation and reporting of all diagnostic Techniques and studies with a special interest in neuroimaging functional MRI, Diffusion Tensor Imaging, Arterial Spin Labeling, CSF Flow Studies, MR Perfusion, MR Spectroscopy, Advanced Imaging for Epilepsy, DBS, PET MRI, DSA",Imaging & Interventional Radiology,Consultant,"Dr. Deepasree J who carries 15 years of experience with , MBBS, Jawaharlal Institute of Post Graduate Medical education and research (JIPMER), Puducherry, An institute of National Importance, MD (Radio,Diagnosis, JIPMER, Puducherry), DNB (General Surgery) is working in Imaging & Interventional Radiology asConsultant and is an expert in , Interpretation and reporting of all diagnostic Techniques and studies with a special interest in neuroimaging functional MRI, Diffusion Tensor Imaging, Arterial Spin Labeling, CSF Flow Studies, MR Perfusion, MR Spectroscopy, Advanced Imaging for Epilepsy, DBS, PET MRI, DSA.",900,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Radiology & Imaging
Dr. Deepthi,", PDCC Oncopathology,Regional Cancer Centre, Thiruvananthapuram :2018,2019, DNB Pathology,National Board of Examinations :2017, MD Pathology, St.John’s Medical college, Bangalore:2014,2017, MBBS, Dr Somervell Memorial CSI Medical college and Hospital, Karakonam, Kerala 2006,2012",15,English & Malayalam,", Hemat oncopathology, leukemias/lymphomas, Flow cytometry, Gynec pathology including gynec oncopathology, Bone and soft tissue oncopathology, Breast pathology including breast oncopathology, Head and neck oncopathology, Surgical Pathology including frozen sections, Immunohistochemistry, Immunofluorescence",Laboratory Medicine,Consultant,"Dr. Deepthi who carries 15 years of experience with , PDCC Oncopathology,Regional Cancer Centre, Thiruvananthapuram :2018,2019, DNB Pathology,National Board of Examinations :2017, MD Pathology, St.John’s Medical college, Bangalore:2014,2017, MBBS, Dr Somervell Memorial CSI Medical college and Hospital, Karakonam, Kerala 2006,2012 is working in Laboratory Medicine asConsultant and is an expert in , Hemat oncopathology, leukemias/lymphomas, Flow cytometry, Gynec pathology including gynec oncopathology, Bone and soft tissue oncopathology, Breast pathology including breast oncopathology, Head and neck oncopathology, Surgical Pathology including frozen sections, Immunohistochemistry, Immunofluorescence.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pathology & Lab Medicine
Dr. Deepthi,", MBBS, MD(RADIOLOGY)",15,English & Malayalam,", General Radiology, CT/MRI Reporting, Image Guided FNAC/Breast Biopsy, Women's Imaging, Fetal Imaging",Imaging & Interventional Radiology,Consultant,"Dr. Deepthi who carries 15 years of experience with , MBBS, MD(RADIOLOGY) is working in Imaging & Interventional Radiology asConsultant and is an expert in , General Radiology, CT/MRI Reporting, Image Guided FNAC/Breast Biopsy, Women's Imaging, Fetal Imaging.",900,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Radiology & Imaging
Dr. Deepthi Benny,"MBBS (Govt. Medical College, Aleppey, 2011), DNB - Dermatology & Venereology (Academy of Medical Sciences Pariyaram Kannur, 2016)",14,"English, Hindi & Malayalam",Not Available,Dermatologist,Not Available,"Dr Deepthi completed her Master's degree in Dermatology from the Academy of Medical Sciences, Pariyaram. 

She is experienced in clinical as well as cosmetic dermatology procedures including lasers, PRP therapy, radio-frequency and chemical peeling. 

Dr Deepthi has been awarded the second prize at the state level in IADVL GSK National dermatology quiz held in 2015. She has a special interest in the management of acne, scars, unwanted facial hair, skin pigmentation and hair loss.

 She also focuses on anti-aging therapies including skin tightening and body contouring that help in preserving skin's youthful appearance. She keeps herself academically updated with medical conferences and continuing medical education programs in dermatology and cosmetology.",550,"Yogiraj Centre for Dermatology & Cosmetology , Kumarapuram Road, Pattom, Thiruvananthapuram, 695004",-8462163544,All Days,00:00 - 21:00,Dermatology & Cosmetology
